samID,ItemID,DataID,RivID,SiteID,Continent,Country,RiverName,Primer,Year,Month,Lon,Lat,BarcodeRegion,BarcodeLength,SamVolume,ReferDB,SR_Re,Redundancy_Re,MNTD_Re,GD_Re,SR_Ori,Redundancy_Ori,MNTD_Tre,GD.12S_Tre,GD.16S_Tre,GDvalue.COI_Tre
I001_S001,I001,D001,NR001,S001,North_America,Canada,Grand River,PS1,2013,10,-80.29797752,43.14931991,COI,247,0.5,Custom_db,NA,NA,NA,NA,4,0.287554513,NA,NA,NA,NA
I001_S002,I001,D001,NR001,S002,North_America,Canada,Grand River,PS1,2013,10,-80.28632823,43.13767062,COI,247,0.5,Custom_db,NA,NA,NA,NA,7,0.839952481,NA,NA,NA,NA
I001_S003,I001,D001,NR001,S003,North_America,Canada,Grand River,PS1,2013,10,-80.26719011,43.13267807,COI,247,0.5,Custom_db,NA,NA,NA,NA,4,0.065614947,NA,NA,NA,NA
I001_S004,I001,D001,NR001,S004,North_America,Canada,Grand River,PS1,2013,10,-80.26469384,43.12269296,COI,247,0.5,Custom_db,NA,NA,NA,NA,6,0.306861486,NA,NA,NA,NA
I001_S005,I001,D001,NR001,S005,North_America,Canada,Grand River,PS1,2013,10,-80.26719011,43.11437204,COI,247,0.5,Custom_db,NA,NA,NA,NA,7,0.709393895,NA,NA,NA,NA
I001_S006,I001,D001,NR001,S006,North_America,Canada,Grand River,PS1,2013,10,-80.26469384,43.10605112,COI,247,0.5,Custom_db,NA,NA,NA,NA,8,1.1984067,NA,NA,NA,NA
I001_S007,I001,D001,NR001,S007,North_America,Canada,Grand River,PS1,2013,10,-80.24472363,43.10771531,COI,247,0.5,Custom_db,NA,NA,NA,NA,18,2.267784062,NA,NA,NA,NA
I001_S008,I001,D001,NR001,S008,North_America,Canada,Grand River,PS1,2013,10,-80.24305945,43.11603623,COI,247,0.5,Custom_db,NA,NA,NA,NA,14,1.703389426,NA,NA,NA,NA
I001_S009,I001,D001,NR001,S009,North_America,Canada,Grand River,PS1,2013,10,-80.22475342,43.1193646,COI,247,0.5,Custom_db,NA,NA,NA,NA,10,1.119396631,NA,NA,NA,NA
I001_S010,I001,D001,NR001,S010,North_America,Canada,Grand River,PS1,2013,10,-80.2164325,43.13018179,COI,247,0.5,Custom_db,NA,NA,NA,NA,15,1.413491513,NA,NA,NA,NA
I001_S011,I001,D001,NR001,S011,North_America,Canada,Grand River,PS1,2013,10,-80.20977577,43.14432736,COI,247,0.5,Custom_db,NA,NA,NA,NA,14,1.437260385,NA,NA,NA,NA
I001_S012,I001,D001,NR001,S012,North_America,Canada,Grand River,PS1,2013,10,-80.20145485,43.12602133,COI,247,0.5,Custom_db,NA,NA,NA,NA,12,1.327112663,NA,NA,NA,NA
I001_S013,I001,D001,NR001,S013,North_America,Canada,Grand River,PS1,2013,10,-80.21143995,43.11353995,COI,247,0.5,Custom_db,NA,NA,NA,NA,13,1.095590544,NA,NA,NA,NA
I001_S014,I001,D001,NR001,S014,North_America,Canada,Grand River,PS1,2013,10,-80.23307434,43.10438694,COI,247,0.5,Custom_db,NA,NA,NA,NA,15,2.031534952,NA,NA,NA,NA
I001_S015,I001,D001,NR001,S015,North_America,Canada,Grand River,PS1,2013,10,-80.24305945,43.0985623,COI,247,0.5,Custom_db,NA,NA,NA,NA,4,1.21566355,NA,NA,NA,NA
I001_S016,I001,D001,NR001,S016,North_America,Canada,Grand River,PS1,2013,10,-80.23141016,43.0877451,COI,247,0.5,Custom_db,NA,NA,NA,NA,10,1.316521307,NA,NA,NA,NA
I001_S017,I001,D001,NR001,S017,North_America,Canada,Grand River,PS1,2013,10,-80.21976087,43.09356974,COI,247,0.5,Custom_db,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
I001_S018,I001,D001,NR001,S018,North_America,Canada,Grand River,PS1,2013,10,-80.21060786,43.0977302,COI,247,0.5,Custom_db,NA,NA,NA,NA,3,0.011163175,NA,NA,NA,NA
I001_S019,I001,D001,NR001,S019,North_America,Canada,Grand River,PS1,2013,10,-80.19479811,43.09107347,COI,247,0.5,Custom_db,NA,NA,NA,NA,6,0.708047725,NA,NA,NA,NA
I001_S020,I001,D001,NR001,S020,North_America,Canada,Grand River,PS1,2013,10,-80.18481301,43.08940928,COI,247,0.5,Custom_db,NA,NA,NA,NA,4,0.528481247,NA,NA,NA,NA
I001_S021,I001,D001,NR001,S021,North_America,Canada,Grand River,PS1,2013,10,-80.16317862,43.08940928,COI,247,0.5,Custom_db,NA,NA,NA,NA,3,0.080267882,NA,NA,NA,NA
I001_S022,I001,D001,NR001,S022,North_America,Canada,Grand River,PS1,2013,10,-80.14487259,43.0977302,COI,247,0.5,Custom_db,NA,NA,NA,NA,2,0,NA,NA,NA,NA
I001_S023,I001,D001,NR001,S023,North_America,Canada,Grand River,PS1,2013,10,-80.13571958,43.10105857,COI,247,0.5,Custom_db,NA,NA,NA,NA,10,0.676800701,NA,NA,NA,NA
I001_S024,I001,D001,NR001,S024,North_America,Canada,Grand River,PS1,2013,10,-80.13571958,43.10105857,COI,247,0.5,Custom_db,NA,NA,NA,NA,3,0.834045478,NA,NA,NA,NA
I001_S025,I001,D001,NR001,S025,North_America,Canada,Grand River,PS1,2013,10,-80.12656657,43.10438694,COI,247,0.5,Custom_db,NA,NA,NA,NA,7,1.120896781,NA,NA,NA,NA
I001_S026,I001,D001,NR001,S026,North_America,Canada,Grand River,PS1,2013,10,-80.12656657,43.10438694,COI,247,0.5,Custom_db,NA,NA,NA,NA,4,0.442135756,NA,NA,NA,NA
I001_S027,I001,D001,NR001,S027,North_America,Canada,Grand River,PS1,2013,10,-80.12407029,43.11437204,COI,247,0.5,Custom_db,NA,NA,NA,NA,9,0.728261287,NA,NA,NA,NA
I001_S028,I001,D001,NR001,S028,North_America,Canada,Grand River,PS1,2013,10,-80.08995452,43.0977302,COI,247,0.5,Custom_db,NA,NA,NA,NA,3,0.46826417,NA,NA,NA,NA
I001_S029,I001,D001,NR001,S029,North_America,Canada,Grand River,PS1,2013,10,-80.06915222,43.09523393,COI,247,0.5,Custom_db,NA,NA,NA,NA,9,1.234785972,NA,NA,NA,NA
I001_S030,I001,D001,NR001,S030,North_America,Canada,Grand River,PS1,2013,10,-80.06332758,43.08691301,COI,247,0.5,Custom_db,NA,NA,NA,NA,6,0.663828121,NA,NA,NA,NA
I001_S031,I001,D001,NR001,S031,North_America,Canada,Grand River,PS1,2013,10,-80.04418946,43.0877451,COI,247,0.5,Custom_db,NA,NA,NA,NA,6,0.707146081,NA,NA,NA,NA
I001_S032,I001,D001,NR001,S032,North_America,Canada,Grand River,PS1,2013,10,-80.03503645,43.09107347,COI,247,0.5,Custom_db,NA,NA,NA,NA,5,0.626349594,NA,NA,NA,NA
I001_S033,I001,D001,NR001,S033,North_America,Canada,Grand River,PS1,2013,10,-79.99343185,43.08358464,COI,247,0.5,Custom_db,NA,NA,NA,NA,12,0.339997831,NA,NA,NA,NA
I001_S034,I001,D001,NR001,S034,North_America,Canada,Grand River,PS1,2013,10,-79.98427884,43.07942418,COI,247,0.5,Custom_db,NA,NA,NA,NA,18,2.853934292,NA,NA,NA,NA
I001_S035,I001,D001,NR001,S035,North_America,Canada,Grand River,PS1,2013,10,-79.96430863,43.07276744,COI,247,0.5,Custom_db,NA,NA,NA,NA,14,1.667735786,NA,NA,NA,NA
I001_S036,I001,D001,NR001,S036,North_America,Canada,Grand River,PS1,2013,10,-79.92852868,43.05945397,COI,247,0.5,Custom_db,NA,NA,NA,NA,20,2.46514416,NA,NA,NA,NA
I001_S037,I001,D001,NR001,S037,North_America,Canada,Grand River,PS1,2013,10,-79.91854357,43.05362933,COI,247,0.5,Custom_db,NA,NA,NA,NA,12,1.749895355,NA,NA,NA,NA
I001_S038,I001,D001,NR001,S038,North_America,Canada,Grand River,PS1,2013,10,-79.86495685,42.95535926,COI,247,0.5,Custom_db,NA,NA,NA,NA,4,0.404733317,NA,NA,NA,NA
I001_S039,I001,D001,NR001,S039,North_America,Canada,Grand River,PS1,2013,10,-79.85330756,42.93705324,COI,247,0.5,Custom_db,NA,NA,NA,NA,8,0.58285256,NA,NA,NA,NA
I001_S040,I001,D001,NR001,S040,North_America,Canada,Grand River,PS1,2013,10,-79.84165827,42.92873232,COI,247,0.5,Custom_db,NA,NA,NA,NA,6,0.858918713,NA,NA,NA,NA
I001_S041,I001,D001,NR001,S041,North_America,Canada,Grand River,PS1,2013,10,-79.8283448,42.91458676,COI,247,0.5,Custom_db,NA,NA,NA,NA,7,0.425849617,NA,NA,NA,NA
I001_S042,I001,D001,NR001,S042,North_America,Canada,Grand River,PS1,2013,10,-79.81669551,42.9104263,COI,247,0.5,Custom_db,NA,NA,NA,NA,2,0,NA,NA,NA,NA
I001_S043,I001,D001,NR001,S043,North_America,Canada,Grand River,PS1,2013,10,-79.80171786,42.91375467,COI,247,0.5,Custom_db,NA,NA,NA,NA,8,0.557341541,NA,NA,NA,NA
I002_S001,I002,D001,NR002,S001,North_America,Canada,Sydenham River,PS1,2013,10,-82.36418296,42.71651579,COI,247,0.5,Custom_db,NA,NA,NA,NA,7,0.180456129,NA,NA,NA,NA
I002_S002,I002,D001,NR002,S002,North_America,Canada,Sydenham River,PS1,2013,10,-82.38732159,42.70648905,COI,247,0.5,Custom_db,NA,NA,NA,NA,8,1.018117299,NA,NA,NA,NA
I002_S003,I002,D001,NR002,S003,North_America,Canada,Sydenham River,PS1,2013,10,-82.39580575,42.69569102,COI,247,0.5,Custom_db,NA,NA,NA,NA,4,0.210539887,NA,NA,NA,NA
I002_S004,I002,D001,NR002,S004,North_America,Canada,Sydenham River,PS1,2013,10,-82.40351863,42.68720686,COI,247,0.5,Custom_db,NA,NA,NA,NA,4,0.265059839,NA,NA,NA,NA
I002_S005,I002,D001,NR002,S005,North_America,Canada,Sydenham River,PS1,2013,10,-82.39657704,42.66483951,COI,247,0.5,Custom_db,NA,NA,NA,NA,2,0,NA,NA,NA,NA
I002_S006,I002,D001,NR002,S006,North_America,Canada,Sydenham River,PS1,2013,10,-82.38886416,42.65558406,COI,247,0.5,Custom_db,NA,NA,NA,NA,2,0,NA,NA,NA,NA
I002_S007,I002,D001,NR002,S007,North_America,Canada,Sydenham River,PS1,2013,10,-82.37498098,42.65095634,COI,247,0.5,Custom_db,NA,NA,NA,NA,2,0,NA,NA,NA,NA
I002_S008,I002,D001,NR002,S008,North_America,Canada,Sydenham River,PS1,2013,10,-82.37806614,42.64247217,COI,247,0.5,Custom_db,NA,NA,NA,NA,3,0.433681,NA,NA,NA,NA
I002_S009,I002,D001,NR002,S009,North_America,Canada,Sydenham River,PS1,2013,10,-82.37806614,42.63321672,COI,247,0.5,Custom_db,NA,NA,NA,NA,3,0.114272557,NA,NA,NA,NA
I002_S010,I002,D001,NR002,S010,North_America,Canada,Sydenham River,PS1,2013,10,-82.37575227,42.61856226,COI,247,0.5,Custom_db,NA,NA,NA,NA,2,0,NA,NA,NA,NA
I002_S011,I002,D001,NR002,S011,North_America,Canada,Sydenham River,PS1,2013,10,-82.39117803,42.60930681,COI,247,0.5,Custom_db,NA,NA,NA,NA,2,0,NA,NA,NA,NA
I002_S012,I002,D001,NR002,S012,North_America,Canada,Sydenham River,PS1,2013,10,-82.38577901,42.58925333,COI,247,0.5,Custom_db,NA,NA,NA,NA,8,0.50589548,NA,NA,NA,NA
I002_S013,I002,D001,NR002,S013,North_America,Canada,Sydenham River,PS1,2013,10,-82.39503446,42.58231174,COI,247,0.5,Custom_db,NA,NA,NA,NA,2,0.052615813,NA,NA,NA,NA
I003_S001,I003,D001,NR003,S001,North_America,Canada,Sydenham River,PS1,2013,10,-82.35801266,42.59542363,COI,247,0.5,Custom_db,NA,NA,NA,NA,4,0.550822526,NA,NA,NA,NA
I003_S002,I003,D001,NR003,S002,North_America,Canada,Sydenham River,PS1,2013,10,-82.3055651,42.59619492,COI,247,0.5,Custom_db,NA,NA,NA,NA,7,0.463743841,NA,NA,NA,NA
I003_S003,I003,D001,NR003,S003,North_America,Canada,Sydenham River,PS1,2013,10,-82.2870542,42.59310976,COI,247,0.5,Custom_db,NA,NA,NA,NA,1,0,NA,NA,NA,NA
I003_S004,I003,D001,NR003,S004,North_America,Canada,Sydenham River,PS1,2013,10,-82.27085716,42.59619492,COI,247,0.5,Custom_db,NA,NA,NA,NA,6,0.25778271,NA,NA,NA,NA
I003_S005,I003,D001,NR003,S005,North_America,Canada,Sydenham River,PS1,2013,10,-82.20529771,42.58925333,COI,247,0.5,Custom_db,NA,NA,NA,NA,5,0.415366202,NA,NA,NA,NA
I003_S006,I003,D001,NR003,S006,North_America,Canada,Sydenham River,PS1,2013,10,-82.1867868,42.5907959,COI,247,0.5,Custom_db,NA,NA,NA,NA,8,1.08347774,NA,NA,NA,NA
I003_S007,I003,D001,NR003,S007,North_America,Canada,Sydenham River,PS1,2013,10,-82.1435947,42.58925333,COI,247,0.5,Custom_db,NA,NA,NA,NA,3,0.353413119,NA,NA,NA,NA
I003_S008,I003,D001,NR003,S008,North_America,Canada,Sydenham River,PS1,2013,10,-82.12894023,42.59002461,COI,247,0.5,Custom_db,NA,NA,NA,NA,3,0.224383063,NA,NA,NA,NA
I003_S009,I003,D001,NR003,S009,North_America,Canada,Sydenham River,PS1,2013,10,-82.05057741,42.60545037,COI,247,0.5,Custom_db,NA,NA,NA,NA,13,1.839487373,NA,NA,NA,NA
I003_S010,I003,D001,NR003,S010,North_America,Canada,Sydenham River,PS1,2013,10,-82.01664075,42.63938702,COI,247,0.5,Custom_db,NA,NA,NA,NA,4,0.04487506,NA,NA,NA,NA
I003_S011,I003,D001,NR003,S011,North_America,Canada,Sydenham River,PS1,2013,10,-81.9827041,42.70186132,COI,247,0.5,Custom_db,NA,NA,NA,NA,2,0,NA,NA,NA,NA
I003_S012,I003,D001,NR003,S012,North_America,Canada,Sydenham River,PS1,2013,10,-81.93025654,42.75045244,COI,247,0.5,Custom_db,NA,NA,NA,NA,1,0,NA,NA,NA,NA
I003_S013,I003,D001,NR003,S013,North_America,Canada,Sydenham River,PS1,2013,10,-81.84695748,42.76356433,COI,247,0.5,Custom_db,NA,NA,NA,NA,11,1.603686985,NA,NA,NA,NA
I003_S014,I003,D001,NR003,S014,North_America,Canada,Sydenham River,PS1,2013,10,-81.86292313,42.81863427,COI,247,0.5,Custom_db,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
I003_S015,I003,D001,NR003,S015,North_America,Canada,Sydenham River,PS1,2013,10,-81.83515677,42.84331547,COI,247,0.5,Custom_db,NA,NA,NA,NA,9,1.031951718,NA,NA,NA,NA
I003_S016,I003,D001,NR003,S016,North_America,Canada,Sydenham River,PS1,2013,10,-81.81818845,42.84254418,COI,247,0.5,Custom_db,NA,NA,NA,NA,8,0.451095934,NA,NA,NA,NA
I003_S017,I003,D001,NR003,S017,North_America,Canada,Sydenham River,PS1,2013,10,-81.79042209,42.85642736,COI,247,0.5,Custom_db,NA,NA,NA,NA,15,2.182597516,NA,NA,NA,NA
I003_S018,I003,D001,NR003,S018,North_America,Canada,Sydenham River,PS1,2013,10,-81.77422505,42.86105509,COI,247,0.5,Custom_db,NA,NA,NA,NA,7,0.702483954,NA,NA,NA,NA
I003_S019,I003,D001,NR003,S019,North_America,Canada,Sydenham River,PS1,2013,10,-81.75494286,42.86414024,COI,247,0.5,Custom_db,NA,NA,NA,NA,10,0.695513324,NA,NA,NA,NA
I003_S020,I003,D001,NR003,S020,North_America,Canada,Sydenham River,PS1,2013,10,-81.74722999,42.87493826,COI,247,0.5,Custom_db,NA,NA,NA,NA,20,2.371563235,NA,NA,NA,NA
I003_S021,I003,D001,NR003,S021,North_America,Canada,Sydenham River,PS1,2013,10,-81.71097947,42.88727887,COI,247,0.5,Custom_db,NA,NA,NA,NA,11,1.144505715,NA,NA,NA,NA
I003_S022,I003,D001,NR003,S022,North_America,Canada,Sydenham River,PS1,2013,10,-81.67904816,42.91296274,COI,247,0.5,Custom_db,NA,NA,NA,NA,20,2.381442057,NA,NA,NA,NA
I003_S023,I003,D001,NR003,S023,North_America,Canada,Sydenham River,PS1,2013,10,-81.67750558,42.92453206,COI,247,0.5,Custom_db,NA,NA,NA,NA,10,0.605619104,NA,NA,NA,NA
I003_S024,I003,D001,NR003,S024,North_America,Canada,Sydenham River,PS1,2013,10,-81.6451115,42.93918652,COI,247,0.5,Custom_db,NA,NA,NA,NA,15,2.25333491,NA,NA,NA,NA
I003_S025,I003,D001,NR003,S025,North_America,Canada,Sydenham River,PS1,2013,10,-81.63508476,42.94921326,COI,247,0.5,Custom_db,NA,NA,NA,NA,13,1.816682384,NA,NA,NA,NA
I003_S026,I003,D001,NR003,S026,North_America,Canada,Sydenham River,PS1,2013,10,-81.60114811,42.96232515,COI,247,0.5,Custom_db,NA,NA,NA,NA,10,1.433400057,NA,NA,NA,NA
I003_S027,I003,D001,NR003,S027,North_America,Canada,Sydenham River,PS1,2013,10,-81.57800948,42.97852219,COI,247,0.5,Custom_db,NA,NA,NA,NA,13,1.621501622,NA,NA,NA,NA
I003_S028,I003,D001,NR003,S028,North_America,Canada,Sydenham River,PS1,2013,10,-81.51090746,42.99780438,COI,247,0.5,Custom_db,NA,NA,NA,NA,13,1.268520078,NA,NA,NA,NA
I003_S029,I003,D001,NR003,S029,North_America,Canada,Sydenham River,PS1,2013,10,-81.50242329,43.01168756,COI,247,0.5,Custom_db,NA,NA,NA,NA,14,2.080038722,NA,NA,NA,NA
I003_S030,I003,D001,NR003,S030,North_America,Canada,Sydenham River,PS1,2013,10,-81.48159853,43.0340549,COI,247,0.5,Custom_db,NA,NA,NA,NA,13,1.514801043,NA,NA,NA,NA
I004_S001,I004,D002,NR058,S001,Asia,Sourth Korea,Hyeongsan River,MiFish,2018,6,129.195,35.71,12S,170,0.25,Global_db,22,2.847854118,0.073889111,0.10209356,NA,NA,104.330099,0.00029205,0.005236116,0.033030205
I004_S002,I004,D002,NR058,S002,Asia,Sourth Korea,Hyeongsan River,MiFish,2018,6,129.24,35.93722222,12S,170,0.25,Global_db,13,0.652794747,0.073008571,0.146187118,NA,NA,152.4486813,0.000381912,0.003361602,0.046102456
I004_S003,I004,D002,NR058,S003,Asia,Sourth Korea,Hyeongsan River,MiFish,2018,6,129.2886111,35.99222222,12S,170,0.25,Global_db,18,1.615727134,0.058026182,0.115328848,NA,NA,122.3139715,0.00033099,0.008392015,0.035867738
I004_S004,I004,D002,NR058,S004,Asia,Sourth Korea,Hyeongsan River,MiFish,2018,6,129.3836111,36.03083333,12S,170,0.25,Global_db,11,1.919159624,0.076149333,0.078732455,NA,NA,140.0187333,0.000562319,0.003697762,0.04166538
I005_S001,I005,D002,NR059,S001,Asia,Sourth Korea,Taehwa River,MiFish,2018,6,129.1075,35.54777778,12S,170,0.25,Global_db,14,0.540032486,0.061729143,0.036124501,NA,NA,102.8411531,0.000413738,0.007765129,0.036307487
I005_S002,I005,D002,NR059,S002,Asia,Sourth Korea,Taehwa River,MiFish,2018,6,129.2311111,35.58527778,12S,170,0.25,Global_db,8,0.667548113,0.109495,0.005589354,NA,NA,123.7998112,0.00059707,0.000817637,0.047104701
I005_S003,I005,D002,NR059,S003,Asia,Sourth Korea,Taehwa River,MiFish,2018,6,129.2938889,35.545,12S,170,0.25,Global_db,12,0.787596308,0.149087222,0.00669284,NA,NA,132.2795461,0.000530729,0.00965181,0.040702262
I005_S004,I005,D002,NR059,S004,Asia,Sourth Korea,Taehwa River,MiFish,2018,6,129.3566667,35.54416667,12S,170,0.25,Global_db,16,1.11744808,0.092898857,0.003514545,NA,NA,121.4937519,0.000345356,0.011973145,0.040238386
I006_S001,I006,D002,NR060,S001,Asia,Sourth Korea,Seomjin River,MiFish,2018,6,127.6225,35.18833333,12S,170,0.25,Global_db,24,2.611364808,0.058644906,0.036750026,NA,NA,99.4199232,0.008099712,0.000258763,0.029310977
I006_S002,I006,D002,NR060,S002,Asia,Sourth Korea,Seomjin River,MiFish,2018,6,127.7263889,35.075,12S,170,0.25,Global_db,31,2.682650448,0.05321125,0.024992041,NA,NA,82.74995023,0.005921889,0.0051874,0.025384521
I006_S003,I006,D002,NR060,S003,Asia,Sourth Korea,Seomjin River,MiFish,2018,6,127.7755556,35.03166667,12S,170,0.25,Global_db,18,1.400715677,0.100974571,0.168164135,NA,NA,108.2487568,0.000322333,0.01099031,0.04074886
I006_S004,I006,D002,NR060,S004,Asia,Sourth Korea,Seomjin River,MiFish,2018,6,127.7577778,34.96694444,12S,170,0.25,Global_db,18,1.867947808,0.102295938,0.005243387,NA,NA,91.28085954,0.000398047,0.000490582,0.031719094
I007_S001,I007,D002,NR061,S001,Asia,Sourth Korea,Nakdong River,MiFish,2018,6,128.4858333,35.38861111,12S,170,0.25,Global_db,19,1.502425032,0.067750233,0.006241501,NA,NA,114.8593341,0.000477656,0.007822111,0.039303139
I007_S002,I007,D002,NR061,S002,Asia,Sourth Korea,Nakdong River,MiFish,2018,6,128.7738889,35.34444444,12S,170,0.25,Global_db,16,1.61593628,0.072405476,0.047262428,NA,NA,119.4479548,0.000413738,0.007765129,0.039237254
I007_S003,I007,D002,NR061,S003,Asia,Sourth Korea,Nakdong River,MiFish,2018,6,128.9769444,35.29916667,12S,170,0.25,Global_db,19,1.91881634,0.064541154,0.038561991,NA,NA,125.1918756,0.000441822,0.009101261,0.036985447
I007_S004,I007,D002,NR061,S004,Asia,Sourth Korea,Nakdong River,MiFish,2018,6,128.9519444,35.12027778,12S,170,0.25,Global_db,14,1.721915162,0.092100645,0.002799175,NA,NA,121.7385046,0.000515459,0.011748821,0.032587683
I008_S001,I008,D003,NR004,S001,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.16448415,41.34894742,CytB,130,0.05,Global_db,0,NA,NA,0,NA,NA,NA,NA,NA,NA
I008_S002,I008,D003,NR004,S002,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.678992,41.485641,CytB,130,0.05,Global_db,1,-1.11E-16,0.03898,0.022302854,0,NA,NA,0.000110001,0,0.010644075
I008_S003,I008,D003,NR004,S003,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.52206712,41.11745937,CytB,130,0.05,Global_db,0,NA,NA,0,2,0,NA,NA,NA,NA
I008_S004,I008,D003,NR004,S004,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.677299,41.444157,CytB,130,0.05,Global_db,0,NA,NA,0,0,NA,NA,NA,NA,NA
I008_S005,I008,D003,NR004,S005,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.16733333,41.33803333,CytB,130,0.05,Global_db,1,-1.11E-16,0.015377857,0.021538462,2,0,NA,0.000110001,0,0.010644075
I008_S006,I008,D003,NR004,S006,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.675583,41.481574,CytB,130,0.05,Global_db,1,-1.11E-16,0.01455,0.020159933,2,0,NA,0.000110001,0,0.010644075
I008_S007,I008,D003,NR004,S007,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.23310386,41.27373467,CytB,130,0.05,Global_db,0,NA,NA,0,3,0.061897631,NA,NA,NA,NA
I008_S008,I008,D003,NR004,S008,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.15885,41.39693333,CytB,130,0.05,Global_db,0,NA,NA,0,1,NA,NA,NA,NA,NA
I008_S009,I008,D003,NR004,S009,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.703449,41.488853,CytB,130,0.05,Global_db,0,NA,NA,0,0,NA,NA,NA,NA,NA
I008_S010,I008,D003,NR004,S010,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.56314046,41.14409513,CytB,130,0.05,Global_db,0,NA,NA,0,2,0,NA,NA,NA,NA
I008_S011,I008,D003,NR004,S011,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.22707878,41.27651059,CytB,130,0.05,Global_db,0,NA,NA,0,2,NA,NA,NA,NA,NA
I008_S012,I008,D003,NR004,S012,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.15595,41.4125,CytB,130,0.05,Global_db,0,NA,NA,0,3,0,NA,NA,NA,NA
I008_S013,I008,D003,NR004,S013,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.58388,41.181709,CytB,130,0.05,Global_db,0,NA,NA,0,0,NA,NA,NA,NA,NA
I008_S014,I008,D003,NR004,S014,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.15888333,41.41858333,CytB,130,0.05,Global_db,0,NA,NA,0,1,NA,NA,NA,NA,NA
I008_S015,I008,D003,NR004,S015,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.664195,41.434384,CytB,130,0.05,Global_db,0,NA,NA,0,2,0,NA,NA,NA,NA
I008_S016,I008,D003,NR004,S016,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.20072516,41.30293823,CytB,130,0.05,Global_db,1,-1.11E-16,0.038520769,0.023361823,2,NA,NA,0.000110001,0,0.010644075
I008_S017,I008,D003,NR004,S017,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.15737203,41.38289094,CytB,130,0.05,Global_db,0,NA,NA,0,3,0,NA,NA,NA,NA
I008_S018,I008,D003,NR004,S018,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.21658481,41.28487037,CytB,130,0.05,Global_db,1,-1.11E-16,0.015490667,0.029527458,5,0.743508746,NA,0.000110001,0,0.010644075
I008_S019,I008,D003,NR004,S019,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.666138,41.42701,CytB,130,0.05,Global_db,0,NA,NA,0,0,NA,NA,NA,NA,NA
I008_S020,I008,D003,NR004,S020,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.5381261,41.12984237,CytB,130,0.05,Global_db,0,NA,NA,0,4,0.9907428,NA,NA,NA,NA
I008_S021,I008,D003,NR004,S021,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.16263611,41.3629835,CytB,130,0.05,Global_db,1,-1.11E-16,0.024975,0.018855219,3,0,NA,0.000110001,0,0.010644075
I008_S022,I008,D003,NR004,S022,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.15076667,41.37728333,CytB,130,0.05,Global_db,0,NA,NA,0,0,NA,NA,NA,NA,NA
I008_S023,I008,D003,NR004,S023,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.15741667,41.38608333,CytB,130,0.05,Global_db,0,NA,NA,0,0,NA,NA,NA,NA,NA
I008_S024,I008,D003,NR004,S024,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.22239229,41.2797217,CytB,130,0.05,Global_db,0,NA,NA,0,1,NA,NA,NA,NA,NA
I008_S025,I008,D003,NR004,S025,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.15651667,41.4252,CytB,130,0.05,Global_db,0,NA,NA,0,1,NA,NA,NA,NA,NA
I008_S026,I008,D003,NR004,S026,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.677299,41.444157,CytB,130,0.05,Global_db,0,NA,NA,0,0,NA,NA,NA,NA,NA
I008_S027,I008,D003,NR004,S027,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.683129,41.460835,CytB,130,0.05,Global_db,0,NA,NA,0,2,NA,NA,NA,NA,NA
I008_S028,I008,D003,NR004,S028,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.54780149,41.13340736,CytB,130,0.05,Global_db,1,-1.11E-16,NA,0,2,NA,NA,0.000110001,0,0.010644075
I008_S029,I008,D003,NR004,S029,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.55639571,41.13783586,CytB,130,0.05,Global_db,1,-1.11E-16,0.02476125,0.020555556,4,0.743508746,NA,0.000110001,0,0.010644075
I008_S030,I008,D003,NR004,S030,North_America,US,Cuyahoga River,Cytb02,2013,7,-81.21081403,41.2907584,CytB,130,0.05,Global_db,0,NA,NA,0,2,0,NA,NA,NA,NA
